,dupla,x1,y1,x2,y2,interaction,Jogo,temporada
0,Clément Lenglet_Jordi Alba Ramos,58.82083333333334,55.729166666666664,76.96081081081081,63.689189189189186,44,Barcelona x Celta Vigo,2020/2021
1,Gerard Piqué Bernabéu_Jordi Alba Ramos,48.11,33.695,76.96081081081081,63.689189189189186,8,Barcelona x Celta Vigo,2020/2021
2,Antoine Griezmann_Jordi Alba Ramos,86.59428571428572,44.888571428571424,76.96081081081081,63.689189189189186,19,Barcelona x Celta Vigo,2020/2021
3,Clément Lenglet_Sergio Busquets i Burgos,58.82083333333334,55.729166666666664,65.58831168831169,38.26233766233766,31,Barcelona x Celta Vigo,2020/2021
4,Gerard Piqué Bernabéu_Sergio Busquets i Burgos,48.11,33.695,65.58831168831169,38.26233766233766,15,Barcelona x Celta Vigo,2020/2021
5,Lionel Andrés Messi Cuccittini_Sergio Busquets i Burgos,84.15636363636364,30.28363636363636,65.58831168831169,38.26233766233766,32,Barcelona x Celta Vigo,2020/2021
6,Moriba Kourouma Kourouma_Sergio Busquets i Burgos,73.03333333333333,21.152631578947368,65.58831168831169,38.26233766233766,13,Barcelona x Celta Vigo,2020/2021
7,Jordi Alba Ramos_Sergio Busquets i Burgos,76.96081081081081,63.689189189189186,65.58831168831169,38.26233766233766,22,Barcelona x Celta Vigo,2020/2021
8,Antoine Griezmann_Sergio Busquets i Burgos,86.59428571428572,44.888571428571424,65.58831168831169,38.26233766233766,10,Barcelona x Celta Vigo,2020/2021
9,Ousmane Dembélé_Sergio Busquets i Burgos,85.7,12.109090909090908,65.58831168831169,38.26233766233766,10,Barcelona x Celta Vigo,2020/2021
10,Marc-André ter Stegen_Sergio Busquets i Burgos,12.993103448275862,37.06206896551724,65.58831168831169,38.26233766233766,3,Barcelona x Celta Vigo,2020/2021
11,Ronald Federico Araújo da Silva_Sergio Busquets i Burgos,47.272602739726025,11.536986301369861,65.58831168831169,38.26233766233766,13,Barcelona x Celta Vigo,2020/2021
12,Pedro González López_Sergio Busquets i Burgos,78.28695652173913,50.37826086956522,65.58831168831169,38.26233766233766,2,Barcelona x Celta Vigo,2020/2021
13,Clément Lenglet_Gerard Piqué Bernabéu,58.82083333333334,55.729166666666664,48.11,33.695,26,Barcelona x Celta Vigo,2020/2021
14,Antoine Griezmann_Gerard Piqué Bernabéu,86.59428571428572,44.888571428571424,48.11,33.695,1,Barcelona x Celta Vigo,2020/2021
15,Clément Lenglet_Marc-André ter Stegen,58.82083333333334,55.729166666666664,12.993103448275862,37.06206896551724,14,Barcelona x Celta Vigo,2020/2021
16,Gerard Piqué Bernabéu_Marc-André ter Stegen,48.11,33.695,12.993103448275862,37.06206896551724,6,Barcelona x Celta Vigo,2020/2021
17,Lionel Andrés Messi Cuccittini_Marc-André ter Stegen,84.15636363636364,30.28363636363636,12.993103448275862,37.06206896551724,2,Barcelona x Celta Vigo,2020/2021
18,Jordi Alba Ramos_Marc-André ter Stegen,76.96081081081081,63.689189189189186,12.993103448275862,37.06206896551724,5,Barcelona x Celta Vigo,2020/2021
19,Clément Lenglet_Ronald Federico Araújo da Silva,58.82083333333334,55.729166666666664,47.272602739726025,11.536986301369861,7,Barcelona x Celta Vigo,2020/2021
20,Gerard Piqué Bernabéu_Ronald Federico Araújo da Silva,48.11,33.695,47.272602739726025,11.536986301369861,38,Barcelona x Celta Vigo,2020/2021
21,Lionel Andrés Messi Cuccittini_Ronald Federico Araújo da Silva,84.15636363636364,30.28363636363636,47.272602739726025,11.536986301369861,5,Barcelona x Celta Vigo,2020/2021
22,Moriba Kourouma Kourouma_Ronald Federico Araújo da Silva,73.03333333333333,21.152631578947368,47.272602739726025,11.536986301369861,16,Barcelona x Celta Vigo,2020/2021
23,Jordi Alba Ramos_Ronald Federico Araújo da Silva,76.96081081081081,63.689189189189186,47.272602739726025,11.536986301369861,2,Barcelona x Celta Vigo,2020/2021
24,Antoine Griezmann_Ronald Federico Araújo da Silva,86.59428571428572,44.888571428571424,47.272602739726025,11.536986301369861,6,Barcelona x Celta Vigo,2020/2021
25,Ousmane Dembélé_Ronald Federico Araújo da Silva,85.7,12.109090909090908,47.272602739726025,11.536986301369861,21,Barcelona x Celta Vigo,2020/2021
26,Marc-André ter Stegen_Ronald Federico Araújo da Silva,12.993103448275862,37.06206896551724,47.272602739726025,11.536986301369861,20,Barcelona x Celta Vigo,2020/2021
27,Pedro González López_Ronald Federico Araújo da Silva,78.28695652173913,50.37826086956522,47.272602739726025,11.536986301369861,1,Barcelona x Celta Vigo,2020/2021
28,Clément Lenglet_Lionel Andrés Messi Cuccittini,58.82083333333334,55.729166666666664,84.15636363636364,30.28363636363636,5,Barcelona x Celta Vigo,2020/2021
29,Gerard Piqué Bernabéu_Lionel Andrés Messi Cuccittini,48.11,33.695,84.15636363636364,30.28363636363636,3,Barcelona x Celta Vigo,2020/2021
30,Jordi Alba Ramos_Lionel Andrés Messi Cuccittini,76.96081081081081,63.689189189189186,84.15636363636364,30.28363636363636,24,Barcelona x Celta Vigo,2020/2021
31,Antoine Griezmann_Lionel Andrés Messi Cuccittini,86.59428571428572,44.888571428571424,84.15636363636364,30.28363636363636,22,Barcelona x Celta Vigo,2020/2021
32,Clément Lenglet_Moriba Kourouma Kourouma,58.82083333333334,55.729166666666664,73.03333333333333,21.152631578947368,5,Barcelona x Celta Vigo,2020/2021
33,Gerard Piqué Bernabéu_Moriba Kourouma Kourouma,48.11,33.695,73.03333333333333,21.152631578947368,11,Barcelona x Celta Vigo,2020/2021
34,Lionel Andrés Messi Cuccittini_Moriba Kourouma Kourouma,84.15636363636364,30.28363636363636,73.03333333333333,21.152631578947368,10,Barcelona x Celta Vigo,2020/2021
35,Jordi Alba Ramos_Moriba Kourouma Kourouma,76.96081081081081,63.689189189189186,73.03333333333333,21.152631578947368,10,Barcelona x Celta Vigo,2020/2021
36,Antoine Griezmann_Moriba Kourouma Kourouma,86.59428571428572,44.888571428571424,73.03333333333333,21.152631578947368,6,Barcelona x Celta Vigo,2020/2021
37,Marc-André ter Stegen_Moriba Kourouma Kourouma,12.993103448275862,37.06206896551724,73.03333333333333,21.152631578947368,2,Barcelona x Celta Vigo,2020/2021
38,Clément Lenglet_Pedro González López,58.82083333333334,55.729166666666664,78.28695652173913,50.37826086956522,4,Barcelona x Celta Vigo,2020/2021
39,Gerard Piqué Bernabéu_Pedro González López,48.11,33.695,78.28695652173913,50.37826086956522,4,Barcelona x Celta Vigo,2020/2021
40,Lionel Andrés Messi Cuccittini_Pedro González López,84.15636363636364,30.28363636363636,78.28695652173913,50.37826086956522,8,Barcelona x Celta Vigo,2020/2021
41,Moriba Kourouma Kourouma_Pedro González López,73.03333333333333,21.152631578947368,78.28695652173913,50.37826086956522,3,Barcelona x Celta Vigo,2020/2021
42,Jordi Alba Ramos_Pedro González López,76.96081081081081,63.689189189189186,78.28695652173913,50.37826086956522,13,Barcelona x Celta Vigo,2020/2021
43,Antoine Griezmann_Pedro González López,86.59428571428572,44.888571428571424,78.28695652173913,50.37826086956522,7,Barcelona x Celta Vigo,2020/2021
44,Ousmane Dembélé_Pedro González López,85.7,12.109090909090908,78.28695652173913,50.37826086956522,2,Barcelona x Celta Vigo,2020/2021
45,Marc-André ter Stegen_Pedro González López,12.993103448275862,37.06206896551724,78.28695652173913,50.37826086956522,4,Barcelona x Celta Vigo,2020/2021
46,Clément Lenglet_Ousmane Dembélé,58.82083333333334,55.729166666666664,85.7,12.109090909090908,2,Barcelona x Celta Vigo,2020/2021
47,Gerard Piqué Bernabéu_Ousmane Dembélé,48.11,33.695,85.7,12.109090909090908,2,Barcelona x Celta Vigo,2020/2021
48,Lionel Andrés Messi Cuccittini_Ousmane Dembélé,84.15636363636364,30.28363636363636,85.7,12.109090909090908,18,Barcelona x Celta Vigo,2020/2021
49,Moriba Kourouma Kourouma_Ousmane Dembélé,73.03333333333333,21.152631578947368,85.7,12.109090909090908,31,Barcelona x Celta Vigo,2020/2021
50,Jordi Alba Ramos_Ousmane Dembélé,76.96081081081081,63.689189189189186,85.7,12.109090909090908,2,Barcelona x Celta Vigo,2020/2021
51,Antoine Griezmann_Ousmane Dembélé,86.59428571428572,44.888571428571424,85.7,12.109090909090908,6,Barcelona x Celta Vigo,2020/2021
52,Antoine Griezmann_Clément Lenglet,86.59428571428572,44.888571428571424,58.82083333333334,55.729166666666664,3,Barcelona x Celta Vigo,2020/2021
0,Ricard Puig Martí_Sergio Busquets i Burgos,67.48813559322033,48.0864406779661,61.73731343283581,35.546268656716414,33,Real Betis x Barcelona,2020/2021
1,Ousmane Dembélé_Sergio Busquets i Burgos,81.52000000000001,11.3825,61.73731343283581,35.546268656716414,16,Real Betis x Barcelona,2020/2021
2,Jordi Alba Ramos_Sergio Busquets i Burgos,61.49285714285714,62.7047619047619,61.73731343283581,35.546268656716414,12,Real Betis x Barcelona,2020/2021
3,Miralem Pjanić_Sergio Busquets i Burgos,66.37678571428572,25.310714285714287,61.73731343283581,35.546268656716414,23,Real Betis x Barcelona,2020/2021
4,Clément Lenglet_Sergio Busquets i Burgos,44.74098360655737,43.0672131147541,61.73731343283581,35.546268656716414,17,Real Betis x Barcelona,2020/2021
5,Antoine Griezmann_Sergio Busquets i Burgos,70.22972972972973,28.1,61.73731343283581,35.546268656716414,9,Real Betis x Barcelona,2020/2021
6,Martin Braithwaite Christensen_Sergio Busquets i Burgos,71.04285714285714,56.464285714285715,61.73731343283581,35.546268656716414,4,Real Betis x Barcelona,2020/2021
7,Marc-André ter Stegen_Sergio Busquets i Burgos,10.667741935483871,32.64193548387097,61.73731343283581,35.546268656716414,5,Real Betis x Barcelona,2020/2021
8,Ronald Federico Araújo da Silva_Sergio Busquets i Burgos,40.38333333333333,18.51666666666667,61.73731343283581,35.546268656716414,2,Real Betis x Barcelona,2020/2021
9,Ricard Puig Martí_Óscar Mingueza García,67.48813559322033,48.0864406779661,59.12380952380952,5.0738095238095235,4,Real Betis x Barcelona,2020/2021
10,Ousmane Dembélé_Óscar Mingueza García,81.52000000000001,11.3825,59.12380952380952,5.0738095238095235,25,Real Betis x Barcelona,2020/2021
11,Miralem Pjanić_Óscar Mingueza García,66.37678571428572,25.310714285714287,59.12380952380952,5.0738095238095235,12,Real Betis x Barcelona,2020/2021
12,Clément Lenglet_Óscar Mingueza García,44.74098360655737,43.0672131147541,59.12380952380952,5.0738095238095235,10,Real Betis x Barcelona,2020/2021
13,Antoine Griezmann_Óscar Mingueza García,70.22972972972973,28.1,59.12380952380952,5.0738095238095235,9,Real Betis x Barcelona,2020/2021
14,Sergio Busquets i Burgos_Óscar Mingueza García,61.73731343283581,35.546268656716414,59.12380952380952,5.0738095238095235,10,Real Betis x Barcelona,2020/2021
15,Martin Braithwaite Christensen_Óscar Mingueza García,71.04285714285714,56.464285714285715,59.12380952380952,5.0738095238095235,2,Real Betis x Barcelona,2020/2021
16,Marc-André ter Stegen_Óscar Mingueza García,10.667741935483871,32.64193548387097,59.12380952380952,5.0738095238095235,5,Real Betis x Barcelona,2020/2021
17,Ronald Federico Araújo da Silva_Óscar Mingueza García,40.38333333333333,18.51666666666667,59.12380952380952,5.0738095238095235,1,Real Betis x Barcelona,2020/2021
18,Ousmane Dembélé_Ricard Puig Martí,81.52000000000001,11.3825,67.48813559322033,48.0864406779661,3,Real Betis x Barcelona,2020/2021
19,Jordi Alba Ramos_Ricard Puig Martí,61.49285714285714,62.7047619047619,67.48813559322033,48.0864406779661,25,Real Betis x Barcelona,2020/2021
20,Miralem Pjanić_Ricard Puig Martí,66.37678571428572,25.310714285714287,67.48813559322033,48.0864406779661,20,Real Betis x Barcelona,2020/2021
21,Clément Lenglet_Ricard Puig Martí,44.74098360655737,43.0672131147541,67.48813559322033,48.0864406779661,23,Real Betis x Barcelona,2020/2021
22,Antoine Griezmann_Ricard Puig Martí,70.22972972972973,28.1,67.48813559322033,48.0864406779661,5,Real Betis x Barcelona,2020/2021
23,Martin Braithwaite Christensen_Ricard Puig Martí,71.04285714285714,56.464285714285715,67.48813559322033,48.0864406779661,10,Real Betis x Barcelona,2020/2021
24,Marc-André ter Stegen_Ricard Puig Martí,10.667741935483871,32.64193548387097,67.48813559322033,48.0864406779661,1,Real Betis x Barcelona,2020/2021
25,Ousmane Dembélé_Ronald Federico Araújo da Silva,81.52000000000001,11.3825,40.38333333333333,18.51666666666667,1,Real Betis x Barcelona,2020/2021
26,Miralem Pjanić_Ronald Federico Araújo da Silva,66.37678571428572,25.310714285714287,40.38333333333333,18.51666666666667,1,Real Betis x Barcelona,2020/2021
27,Clément Lenglet_Ronald Federico Araújo da Silva,44.74098360655737,43.0672131147541,40.38333333333333,18.51666666666667,2,Real Betis x Barcelona,2020/2021
28,Antoine Griezmann_Ronald Federico Araújo da Silva,70.22972972972973,28.1,40.38333333333333,18.51666666666667,2,Real Betis x Barcelona,2020/2021
29,Marc-André ter Stegen_Ronald Federico Araújo da Silva,10.667741935483871,32.64193548387097,40.38333333333333,18.51666666666667,2,Real Betis x Barcelona,2020/2021
30,Jordi Alba Ramos_Marc-André ter Stegen,61.49285714285714,62.7047619047619,10.667741935483871,32.64193548387097,9,Real Betis x Barcelona,2020/2021
31,Clément Lenglet_Marc-André ter Stegen,44.74098360655737,43.0672131147541,10.667741935483871,32.64193548387097,17,Real Betis x Barcelona,2020/2021
32,Antoine Griezmann_Marc-André ter Stegen,70.22972972972973,28.1,10.667741935483871,32.64193548387097,3,Real Betis x Barcelona,2020/2021
33,Jordi Alba Ramos_Martin Braithwaite Christensen,61.49285714285714,62.7047619047619,71.04285714285714,56.464285714285715,6,Real Betis x Barcelona,2020/2021
34,Clément Lenglet_Martin Braithwaite Christensen,44.74098360655737,43.0672131147541,71.04285714285714,56.464285714285715,5,Real Betis x Barcelona,2020/2021
35,Antoine Griezmann_Martin Braithwaite Christensen,70.22972972972973,28.1,71.04285714285714,56.464285714285715,6,Real Betis x Barcelona,2020/2021
36,Marc-André ter Stegen_Martin Braithwaite Christensen,10.667741935483871,32.64193548387097,71.04285714285714,56.464285714285715,1,Real Betis x Barcelona,2020/2021
37,Jordi Alba Ramos_Ousmane Dembélé,61.49285714285714,62.7047619047619,81.52000000000001,11.3825,4,Real Betis x Barcelona,2020/2021
38,Miralem Pjanić_Ousmane Dembélé,66.37678571428572,25.310714285714287,81.52000000000001,11.3825,23,Real Betis x Barcelona,2020/2021
39,Clément Lenglet_Ousmane Dembélé,44.74098360655737,43.0672131147541,81.52000000000001,11.3825,3,Real Betis x Barcelona,2020/2021
40,Antoine Griezmann_Ousmane Dembélé,70.22972972972973,28.1,81.52000000000001,11.3825,10,Real Betis x Barcelona,2020/2021
41,Martin Braithwaite Christensen_Ousmane Dembélé,71.04285714285714,56.464285714285715,81.52000000000001,11.3825,1,Real Betis x Barcelona,2020/2021
42,Marc-André ter Stegen_Ousmane Dembélé,10.667741935483871,32.64193548387097,81.52000000000001,11.3825,2,Real Betis x Barcelona,2020/2021
43,Jordi Alba Ramos_Miralem Pjanić,61.49285714285714,62.7047619047619,66.37678571428572,25.310714285714287,3,Real Betis x Barcelona,2020/2021
44,Clément Lenglet_Miralem Pjanić,44.74098360655737,43.0672131147541,66.37678571428572,25.310714285714287,6,Real Betis x Barcelona,2020/2021
45,Antoine Griezmann_Miralem Pjanić,70.22972972972973,28.1,66.37678571428572,25.310714285714287,17,Real Betis x Barcelona,2020/2021
46,Martin Braithwaite Christensen_Miralem Pjanić,71.04285714285714,56.464285714285715,66.37678571428572,25.310714285714287,3,Real Betis x Barcelona,2020/2021
47,Marc-André ter Stegen_Miralem Pjanić,10.667741935483871,32.64193548387097,66.37678571428572,25.310714285714287,2,Real Betis x Barcelona,2020/2021
48,Clément Lenglet_Jordi Alba Ramos,44.74098360655737,43.0672131147541,61.49285714285714,62.7047619047619,22,Real Betis x Barcelona,2020/2021
49,Antoine Griezmann_Jordi Alba Ramos,70.22972972972973,28.1,61.49285714285714,62.7047619047619,11,Real Betis x Barcelona,2020/2021
50,Antoine Griezmann_Clément Lenglet,70.22972972972973,28.1,44.74098360655737,43.0672131147541,7,Real Betis x Barcelona,2020/2021
0,Jordi Alba Ramos_Pedro González López,73.66507936507936,66.0984126984127,70.14024390243902,50.71463414634147,42,Osasuna x Barcelona,2020/2021
1,Lionel Andrés Messi Cuccittini_Pedro González López,77.25737704918032,32.45245901639344,70.14024390243902,50.71463414634147,35,Osasuna x Barcelona,2020/2021
2,Clément Lenglet_Pedro González López,45.41971830985916,37.973239436619714,70.14024390243902,50.71463414634147,20,Osasuna x Barcelona,2020/2021
3,Frenkie de Jong_Pedro González López,54.630645161290325,32.0258064516129,70.14024390243902,50.71463414634147,10,Osasuna x Barcelona,2020/2021
4,Marc-André ter Stegen_Pedro González López,8.581818181818182,34.95454545454545,70.14024390243902,50.71463414634147,3,Osasuna x Barcelona,2020/2021
5,Antoine Griezmann_Pedro González López,82.46451612903226,46.145161290322584,70.14024390243902,50.71463414634147,12,Osasuna x Barcelona,2020/2021
6,Jordi Alba Ramos_Lionel Andrés Messi Cuccittini,73.66507936507936,66.0984126984127,77.25737704918032,32.45245901639344,19,Osasuna x Barcelona,2020/2021
7,Clément Lenglet_Lionel Andrés Messi Cuccittini,45.41971830985916,37.973239436619714,77.25737704918032,32.45245901639344,4,Osasuna x Barcelona,2020/2021
8,Frenkie de Jong_Lionel Andrés Messi Cuccittini,54.630645161290325,32.0258064516129,77.25737704918032,32.45245901639344,16,Osasuna x Barcelona,2020/2021
9,Antoine Griezmann_Lionel Andrés Messi Cuccittini,82.46451612903226,46.145161290322584,77.25737704918032,32.45245901639344,13,Osasuna x Barcelona,2020/2021
10,Jordi Alba Ramos_Sergio Busquets i Burgos,73.66507936507936,66.0984126984127,56.602985074626865,35.547761194029846,17,Osasuna x Barcelona,2020/2021
11,Lionel Andrés Messi Cuccittini_Sergio Busquets i Burgos,77.25737704918032,32.45245901639344,56.602985074626865,35.547761194029846,22,Osasuna x Barcelona,2020/2021
12,Sergino Dest_Sergio Busquets i Burgos,63.226190476190474,5.457142857142857,56.602985074626865,35.547761194029846,7,Osasuna x Barcelona,2020/2021
13,Clément Lenglet_Sergio Busquets i Burgos,45.41971830985916,37.973239436619714,56.602985074626865,35.547761194029846,17,Osasuna x Barcelona,2020/2021
14,Frenkie de Jong_Sergio Busquets i Burgos,54.630645161290325,32.0258064516129,56.602985074626865,35.547761194029846,18,Osasuna x Barcelona,2020/2021
15,Marc-André ter Stegen_Sergio Busquets i Burgos,8.581818181818182,34.95454545454545,56.602985074626865,35.547761194029846,2,Osasuna x Barcelona,2020/2021
16,Antoine Griezmann_Sergio Busquets i Burgos,82.46451612903226,46.145161290322584,56.602985074626865,35.547761194029846,2,Osasuna x Barcelona,2020/2021
17,Samuel Yves Umtiti_Sergio Busquets i Burgos,48.922,59.553999999999995,56.602985074626865,35.547761194029846,14,Osasuna x Barcelona,2020/2021
18,Pedro González López_Sergio Busquets i Burgos,70.14024390243902,50.71463414634147,56.602985074626865,35.547761194029846,12,Osasuna x Barcelona,2020/2021
19,Jordi Alba Ramos_Samuel Yves Umtiti,73.66507936507936,66.0984126984127,48.922,59.553999999999995,15,Osasuna x Barcelona,2020/2021
20,Lionel Andrés Messi Cuccittini_Samuel Yves Umtiti,77.25737704918032,32.45245901639344,48.922,59.553999999999995,3,Osasuna x Barcelona,2020/2021
21,Clément Lenglet_Samuel Yves Umtiti,45.41971830985916,37.973239436619714,48.922,59.553999999999995,22,Osasuna x Barcelona,2020/2021
22,Frenkie de Jong_Samuel Yves Umtiti,54.630645161290325,32.0258064516129,48.922,59.553999999999995,3,Osasuna x Barcelona,2020/2021
23,Marc-André ter Stegen_Samuel Yves Umtiti,8.581818181818182,34.95454545454545,48.922,59.553999999999995,15,Osasuna x Barcelona,2020/2021
24,Antoine Griezmann_Samuel Yves Umtiti,82.46451612903226,46.145161290322584,48.922,59.553999999999995,11,Osasuna x Barcelona,2020/2021
25,Pedro González López_Samuel Yves Umtiti,70.14024390243902,50.71463414634147,48.922,59.553999999999995,13,Osasuna x Barcelona,2020/2021
26,Jordi Alba Ramos_Marc-André ter Stegen,73.66507936507936,66.0984126984127,8.581818181818182,34.95454545454545,2,Osasuna x Barcelona,2020/2021
27,Clément Lenglet_Marc-André ter Stegen,45.41971830985916,37.973239436619714,8.581818181818182,34.95454545454545,14,Osasuna x Barcelona,2020/2021
28,Frenkie de Jong_Marc-André ter Stegen,54.630645161290325,32.0258064516129,8.581818181818182,34.95454545454545,3,Osasuna x Barcelona,2020/2021
29,Antoine Griezmann_Marc-André ter Stegen,82.46451612903226,46.145161290322584,8.581818181818182,34.95454545454545,1,Osasuna x Barcelona,2020/2021
30,Lionel Andrés Messi Cuccittini_Sergino Dest,77.25737704918032,32.45245901639344,63.226190476190474,5.457142857142857,18,Osasuna x Barcelona,2020/2021
31,Clément Lenglet_Sergino Dest,45.41971830985916,37.973239436619714,63.226190476190474,5.457142857142857,1,Osasuna x Barcelona,2020/2021
32,Frenkie de Jong_Sergino Dest,54.630645161290325,32.0258064516129,63.226190476190474,5.457142857142857,14,Osasuna x Barcelona,2020/2021
33,Marc-André ter Stegen_Sergino Dest,8.581818181818182,34.95454545454545,63.226190476190474,5.457142857142857,3,Osasuna x Barcelona,2020/2021
34,Antoine Griezmann_Sergino Dest,82.46451612903226,46.145161290322584,63.226190476190474,5.457142857142857,6,Osasuna x Barcelona,2020/2021
35,Pedro González López_Sergino Dest,70.14024390243902,50.71463414634147,63.226190476190474,5.457142857142857,3,Osasuna x Barcelona,2020/2021
36,Lionel Andrés Messi Cuccittini_Óscar Mingueza García,77.25737704918032,32.45245901639344,52.58028169014084,13.374647887323942,11,Osasuna x Barcelona,2020/2021
37,Sergino Dest_Óscar Mingueza García,63.226190476190474,5.457142857142857,52.58028169014084,13.374647887323942,33,Osasuna x Barcelona,2020/2021
38,Clément Lenglet_Óscar Mingueza García,45.41971830985916,37.973239436619714,52.58028169014084,13.374647887323942,27,Osasuna x Barcelona,2020/2021
39,Sergio Busquets i Burgos_Óscar Mingueza García,56.602985074626865,35.547761194029846,52.58028169014084,13.374647887323942,19,Osasuna x Barcelona,2020/2021
40,Frenkie de Jong_Óscar Mingueza García,54.630645161290325,32.0258064516129,52.58028169014084,13.374647887323942,19,Osasuna x Barcelona,2020/2021
41,Marc-André ter Stegen_Óscar Mingueza García,8.581818181818182,34.95454545454545,52.58028169014084,13.374647887323942,11,Osasuna x Barcelona,2020/2021
42,Antoine Griezmann_Óscar Mingueza García,82.46451612903226,46.145161290322584,52.58028169014084,13.374647887323942,2,Osasuna x Barcelona,2020/2021
43,Samuel Yves Umtiti_Óscar Mingueza García,48.922,59.553999999999995,52.58028169014084,13.374647887323942,1,Osasuna x Barcelona,2020/2021
44,Pedro González López_Óscar Mingueza García,70.14024390243902,50.71463414634147,52.58028169014084,13.374647887323942,7,Osasuna x Barcelona,2020/2021
45,Clément Lenglet_Frenkie de Jong,45.41971830985916,37.973239436619714,54.630645161290325,32.0258064516129,20,Osasuna x Barcelona,2020/2021
46,Antoine Griezmann_Frenkie de Jong,82.46451612903226,46.145161290322584,54.630645161290325,32.0258064516129,7,Osasuna x Barcelona,2020/2021
47,Clément Lenglet_Jordi Alba Ramos,45.41971830985916,37.973239436619714,73.66507936507936,66.0984126984127,14,Osasuna x Barcelona,2020/2021
48,Frenkie de Jong_Jordi Alba Ramos,54.630645161290325,32.0258064516129,73.66507936507936,66.0984126984127,15,Osasuna x Barcelona,2020/2021
49,Antoine Griezmann_Jordi Alba Ramos,82.46451612903226,46.145161290322584,73.66507936507936,66.0984126984127,15,Osasuna x Barcelona,2020/2021
0,Clément Lenglet_Jordi Alba Ramos,61.31797752808989,55.94831460674157,75.47162162162162,65.0054054054054,49,Real Madrid x Barcelona,2020/2021
1,Frenkie de Jong_Jordi Alba Ramos,69.70625,26.53125,75.47162162162162,65.0054054054054,5,Real Madrid x Barcelona,2020/2021
2,Clément Lenglet_Ronald Federico Araújo da Silva,61.31797752808989,55.94831460674157,55.82083333333333,33.9625,25,Real Madrid x Barcelona,2020/2021
3,Frenkie de Jong_Ronald Federico Araújo da Silva,69.70625,26.53125,55.82083333333333,33.9625,6,Real Madrid x Barcelona,2020/2021
4,Jordi Alba Ramos_Ronald Federico Araújo da Silva,75.47162162162162,65.0054054054054,55.82083333333333,33.9625,2,Real Madrid x Barcelona,2020/2021
5,Lionel Andrés Messi Cuccittini_Ronald Federico Araújo da Silva,79.22068965517242,29.110344827586204,55.82083333333333,33.9625,8,Real Madrid x Barcelona,2020/2021
6,Pedro González López_Ronald Federico Araújo da Silva,76.75918367346938,46.17551020408163,55.82083333333333,33.9625,7,Real Madrid x Barcelona,2020/2021
7,Marc-André ter Stegen_Ronald Federico Araújo da Silva,11.378787878787879,32.2969696969697,55.82083333333333,33.9625,4,Real Madrid x Barcelona,2020/2021
8,Clément Lenglet_Sergio Busquets i Burgos,61.31797752808989,55.94831460674157,65.11688311688312,38.528571428571425,23,Real Madrid x Barcelona,2020/2021
9,Frenkie de Jong_Sergio Busquets i Burgos,69.70625,26.53125,65.11688311688312,38.528571428571425,17,Real Madrid x Barcelona,2020/2021
10,Jordi Alba Ramos_Sergio Busquets i Burgos,75.47162162162162,65.0054054054054,65.11688311688312,38.528571428571425,22,Real Madrid x Barcelona,2020/2021
11,Lionel Andrés Messi Cuccittini_Sergio Busquets i Burgos,79.22068965517242,29.110344827586204,65.11688311688312,38.528571428571425,25,Real Madrid x Barcelona,2020/2021
12,Ronald Federico Araújo da Silva_Sergio Busquets i Burgos,55.82083333333333,33.9625,65.11688311688312,38.528571428571425,15,Real Madrid x Barcelona,2020/2021
13,Pedro González López_Sergio Busquets i Burgos,76.75918367346938,46.17551020408163,65.11688311688312,38.528571428571425,16,Real Madrid x Barcelona,2020/2021
14,Sergino Dest_Sergio Busquets i Burgos,80.5,3.383333333333333,65.11688311688312,38.528571428571425,4,Real Madrid x Barcelona,2020/2021
15,Ousmane Dembélé_Sergio Busquets i Burgos,82.31428571428572,20.30952380952381,65.11688311688312,38.528571428571425,6,Real Madrid x Barcelona,2020/2021
16,Marc-André ter Stegen_Sergio Busquets i Burgos,11.378787878787879,32.2969696969697,65.11688311688312,38.528571428571425,4,Real Madrid x Barcelona,2020/2021
17,Clément Lenglet_Lionel Andrés Messi Cuccittini,61.31797752808989,55.94831460674157,79.22068965517242,29.110344827586204,17,Real Madrid x Barcelona,2020/2021
18,Frenkie de Jong_Lionel Andrés Messi Cuccittini,69.70625,26.53125,79.22068965517242,29.110344827586204,29,Real Madrid x Barcelona,2020/2021
19,Jordi Alba Ramos_Lionel Andrés Messi Cuccittini,75.47162162162162,65.0054054054054,79.22068965517242,29.110344827586204,17,Real Madrid x Barcelona,2020/2021
20,Clément Lenglet_Frenkie de Jong,61.31797752808989,55.94831460674157,69.70625,26.53125,16,Real Madrid x Barcelona,2020/2021
21,Clément Lenglet_Pedro González López,61.31797752808989,55.94831460674157,76.75918367346938,46.17551020408163,15,Real Madrid x Barcelona,2020/2021
22,Frenkie de Jong_Pedro González López,69.70625,26.53125,76.75918367346938,46.17551020408163,11,Real Madrid x Barcelona,2020/2021
23,Jordi Alba Ramos_Pedro González López,75.47162162162162,65.0054054054054,76.75918367346938,46.17551020408163,27,Real Madrid x Barcelona,2020/2021
24,Lionel Andrés Messi Cuccittini_Pedro González López,79.22068965517242,29.110344827586204,76.75918367346938,46.17551020408163,17,Real Madrid x Barcelona,2020/2021
25,Ousmane Dembélé_Pedro González López,82.31428571428572,20.30952380952381,76.75918367346938,46.17551020408163,9,Real Madrid x Barcelona,2020/2021
26,Marc-André ter Stegen_Pedro González López,11.378787878787879,32.2969696969697,76.75918367346938,46.17551020408163,3,Real Madrid x Barcelona,2020/2021
